Skyline_filename,MassiveID,filename,SampleType,SampleTypeSub1,NCBITaxonomy,YearOfAnalysis,SampleCollectionMethod,SampleExtractionMethod,InternalStandardsUsed,MassSpectrometer,IonizationSourceAndPolarity,ChromatographyAndPhase,SubjectIdentifierAsRecorded,AgeInYears,BiologicalSex,UBERONBodyPartName,TermsofPosition,HealthStatus,DOIDCommonName,ComorbidityListDOIDIndex,SampleCollectionDateandTime,Country,HumanPopulationDensity,LatitudeandLongitude,DepthorAltitudeMeters,qiita_sample_name,UniqueSubjectID,LifeStage,UBERONOntologyIndex,DOIDOntologyIndex,ATTRIBUTE_HMP_ID,ATTRIBUTE_HMP_Strain,ATTRIBUTE_NCBI ID,ATTRIBUTE_Domain,ATTRIBUTE_SuperPhyla,ATTRIBUTE_Phylum,ATTRIBUTE_Class,ATTRIBUTE_Order,ATTRIBUTE_Family,ATTRIBUTE_Genus,ATTRIBUTE_Species,ATTRIBUTE_Subspecies,ATTRIBUTE_Source,ATTRIBUTE_Source_health_status,ATTRIBUTE_Media_type,ATTRIBUTE_Sample _type
HMP_FCM_P2_D6.d,MSV000084475,HM_768_BD6_01_45953.mzXML,culture_bacterial,culture_bacterial,936594|Lachnoanaerobaculum sp. ICM7,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_768,Lachnospiraceae sp. ICM7,936594,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,not applicable,not applicable,oral,unspecified,FCM,culture_bacterial
HMP_FCM_P2_E10.d,MSV000084475,HM_77_BE10_01_45975.mzXML,culture_bacterial,culture_bacterial,563193|Parabacteroides sp. D13,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_77,Parabacteroides sp. D13,563193,Bacteria,FCB group,Bacteroidetes/Chlorobi group,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,not applicable,gastrointestinal_tissue,diseased_ulcerative colitis,FCM,culture_bacterial
HMP_FCM_P2_F2.d,MSV000084475,HM_825_BF2_01_45982.mzXML,culture_bacterial,culture_bacterial,1111133|Peptoniphilus sp. BV3AC2,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_825,Peptoniphilus sp. BV3AC2,1111133,Bacteria,Terrabacteria group,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,not applicable,not applicable,vaginal,unspecified,FCM,culture_bacterial
HMP_FCM_P2_B12.d,MSV000084475,HM_871_BB12_01_45929.mzXML,culture_bacterial,culture_bacterial,936562|Fusobacterium sp. CM21,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_871,Fusobacterium sp. CM21,936562,Bacteria,not applicable,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,not applicable,not applicable,oral,unspecified,FCM,culture_bacterial
HMP_FCM_P2_C1.d,MSV000084475,HM_874_BC1_01_45932.mzXML,culture_bacterial,culture_bacterial,936563|Fusobacterium sp. CM22,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_874,Fusobacterium sp. CM22,936563,Bacteria,not applicable,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,not applicable,not applicable,oral,unspecified,FCM,culture_bacterial
HMP_FCM_P2_A8.d,MSV000084475,HM_934_BA8_01_45909.mzXML,culture_bacterial,culture_bacterial,1134785|Enterococcus faecalis,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_934,Enterococcus faecalis ERV103,1134785,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,not applicable,unspecified,unspecified,FCM,culture_bacterial
HMP_FCM_P2_A9.d,MSV000084475,HM_952_BA9_01_45910.mzXML,culture_bacterial,culture_bacterial,1134804|Enterococcus faecium,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_952,Enterococcus faecium 503,1134804,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,not applicable,unspecified,unspecified,FCM,culture_bacterial
HMP_FCM_P2_A10.d,MSV000084475,HM_959_BA10_01_45911.mzXML,culture_bacterial,culture_bacterial,1134811|Enterococcus faecium,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_959,Enterococcus faecium 513,1134811,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,not applicable,unspecified,unspecified,FCM,culture_bacterial
HMP_FCM_P2_A11.d,MSV000084475,HM_965_BA11_01_45912.mzXML,culture_bacterial,culture_bacterial,1134817|Enterococcus faecium,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_965,Enterococcus faecium E417,1134817,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,not applicable,blood,unspecified,FCM,culture_bacterial
HMP_FCM_P2_A12.d,MSV000084475,HM_968_BA12_01_45913.mzXML,culture_bacterial,culture_bacterial,1134820|Enterococcus faecium,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_968,Enterococcus faecium ERV102,1134820,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,not applicable,sputum,unspecified,FCM,culture_bacterial
HMP_FCM_P2_B1.d,MSV000084475,HM_970_BB1_01_45916.mzXML,culture_bacterial,culture_bacterial,1134822|Enterococcus faecium,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_970,Enterococcus faecium ERV165,1134822,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,not applicable,gastrointestinal_stool,unspecified,FCM,culture_bacterial
HMP_FCM_P2_B2.d,MSV000084475,HM_975_BB2_01_45917.mzXML,culture_bacterial,culture_bacterial,1134827|Enterococcus faecium,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_975,Enterococcus faecium ERV99,1134827,Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,not applicable,peritineal fluid,unspecified,FCM,culture_bacterial
HMP_FCM_P2_B6.d,MSV000084475,HM_992_BB6_01_45921.mzXML,culture_bacterial,culture_bacterial,1204474|Fusobacterium nucleatum CTI-01,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_992,Fusobacterium nucleatum CTI_01,1204474,Bacteria,not applicable,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum,not applicable,gastrointestinal_tissue,diseased_colorectal carcinoma,FCM,culture_bacterial
HMP_FCM_P2_B7.d,MSV000084475,HM_994_BB7_01_45924.mzXML,culture_bacterial,culture_bacterial,1204476|Fusobacterium nucleatum CTI-03,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_994,Fusobacterium nucleatum CTI_03,1204476,Bacteria,not applicable,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum,not applicable,gastrointestinal_tissue,diseased_colorectal carcinoma,FCM,culture_bacterial
HMP_FCM_P2_B8.d,MSV000084475,HM_996_BB8_01_45925.mzXML,culture_bacterial,culture_bacterial,1316587|Fusobacterium nucleatum CTI-06,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_996,Fusobacterium nucleatum CTI_06,1316587,Bacteria,not applicable,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum,not applicable,gastrointestinal_tissue,diseased_colorectal carcinoma,FCM,culture_bacterial
HMP_FCM_P3_A3.d,MSV000084475,HM_1051_BA3_01_46091.mzXML,culture_bacterial,culture_bacterial,1073365|Peptostreptococcus sp. CC14N,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_1051,Peptostreptococcus sp. CC14N,1073365,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus anaerobius,not applicable,gastrointestinal_tissue,unspecified,FCM,culture_bacterial
HMP_FCM_P3_B3.d,MSV000084475,HM_1053_BB3_01_46107.mzXML,culture_bacterial,culture_bacterial,1073366|Prevotella nigrescens CC14M,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_1053,Prevotella nigrescens CC14M,1073366,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella nigrescens,not applicable,gastrointestinal_tissue,unspecified,FCM,culture_bacterial
HMP_FCM_P3_A5.d,MSV000084475,HM_1064_BA5_01_46093.mzXML,culture_bacterial,culture_bacterial,1227272|Porphyromonas sp. oral taxon 278,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_1064,Porphyromonas sp. W7784,1227272,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas sp. oral taxon 278,not applicable,oral,healthy,FCM,culture_bacterial
HMP_FCM_P3_A7.d,MSV000084475,HM_1088_BA7_01_46097.mzXML,culture_bacterial,culture_bacterial,1287476|Prevotella bivia DNF00188,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_1088,Prevotella bivia DNF00188,1287476,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella bivia,not applicable,vaginal,diseased_bacterial vaginosis,FCM,culture_bacterial
HMP_FCM_P3_G6.d,MSV000084475,HM_1157_BG6_01_46193.mzXML,culture_bacterial,culture_bacterial,1401067|Veillonella montpellierensis DNF00314,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_1157,Veillonella montpellierensis DNF00314,1401067,Bacteria,Terrabacteria group,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella montpellierensis,not applicable,vaginal,diseased_bacterial vaginosis,FCM,culture_bacterial
HMP_FCM_P3_A8.d,MSV000084475,HM_1165_BA8_01_46098.mzXML,culture_bacterial,culture_bacterial,1401072|Prevotella bivia DNF00650,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_1165,Prevotella bivia DNF00650,1401072,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella bivia,not applicable,vaginal,diseased_bacterial vaginosis,FCM,culture_bacterial
HMP_FCM_P3_A12.d,MSV000084475,HM_1171_BA12_01_46102.mzXML,culture_bacterial,culture_bacterial,1401075|Prevotella disiens DNF00882,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_1171,Prevotella disiens DNF00882,1401075,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella disiens,not applicable,vaginal,diseased_bacterial vaginosis,FCM,culture_bacterial
HMP_FCM_P3_A10.d,MSV000084475,HM_1173_BA10_01_46100.mzXML,culture_bacterial,culture_bacterial,1401077|Prevotella denticola DNF00960,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_1173,Prevotella denticola DNF00960,1401077,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella denticola,not applicable,vaginal,diseased_bacterial vaginosis,FCM,culture_bacterial
HMP_FCM_P3_F12.d,MSV000084475,HM_122_BF12_01_46184.mzXML,culture_bacterial,culture_bacterial,553199|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_122,Propionibacterium acnes SK137,553199,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_B9.d,MSV000084475,HM_136_BB9_01_46115.mzXML,culture_bacterial,culture_bacterial,679189|Prevotella timonensis,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_136,Prevotella timonensis CRIS 5C_B1,679189,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella timonensis,not applicable,vaginal,unspecified,FCM,culture_bacterial
HMP_FCM_P3_A6.d,MSV000084475,HM_138_BA6_01_46094.mzXML,culture_bacterial,culture_bacterial,679191|Prevotella amnii,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_138,Prevotella amnii CRIS 21A_A,679191,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella amnii,not applicable,amniotic fluid,unspecified,FCM,culture_bacterial
HMP_FCM_P3_B8.d,MSV000084475,HM_16_BB8_01_46114.mzXML,culture_bacterial,culture_bacterial,619693|Prevotella sp. oral taxon 472,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_16,Prevotella sp. F0295,619693,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. oral taxon 472,not applicable,oral,unspecified,FCM,culture_bacterial
HMP_FCM_P3_G3.d,MSV000084475,HM_184_BG3_01_46190.mzXML,culture_bacterial,culture_bacterial,450748|Propionibacterium sp. 5_U_42FAA,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_184,Propionibacterium sp. 5_U_42FAA,450748,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,not applicable,not applicable,gastrointestinal_tissue,diseased_microscopic colitis,FCM,culture_bacterial
HMP_FCM_P3_A11.d,MSV000084475,HM_208_BA11_01_46101.mzXML,culture_bacterial,culture_bacterial,"767031|Prevotella denticola F0289, Oral Taxon 291",2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_208,"Prevotella denticola F0289, Oral Taxon 291",767031,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella denticola,not applicable,oral,unspecified,FCM,culture_bacterial
HMP_FCM_P3_G2.d,MSV000084475,HM_209_BG2_01_46189.mzXML,culture_bacterial,culture_bacterial,767029|Propionibacterium propionicum F0230,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_209,Propionibacterium propionicum F0230,767029,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Pseudopropionibacterium,Pseudopropionibacterium propionicum,not applicable,oral,unspecified,FCM,culture_bacterial
HMP_FCM_P3_G1.d,MSV000084475,HM_253_BG1_01_46188.mzXML,culture_bacterial,culture_bacterial,679193|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_253,Propionibacterium acnes SK182,679193,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_A1.d,MSV000084475,HM_263_BA1_01_46089.mzXML,culture_bacterial,culture_bacterial,768724|Peptoniphilus sp. oral taxon 836,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_263,Peptoniphilus sp. F0141,768724,Bacteria,Terrabacteria group,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus sp. oral taxon 836,not applicable,oral,diseased_periodontitis,FCM,culture_bacterial
HMP_FCM_P3_G4.d,MSV000084475,HM_270_BG4_01_46191.mzXML,culture_bacterial,culture_bacterial,702437|Selenomonas noxia,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_270,Selenomonas noxia F0398,702437,Bacteria,Terrabacteria group,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas noxia,not applicable,oral,unspecified,FCM,culture_bacterial
HMP_FCM_P3_B4.d,MSV000084475,HM_271_BB4_01_46108.mzXML,culture_bacterial,culture_bacterial,702439|Prevotella nigrescens,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_271,Prevotella nigrescens F0103,702439,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella nigrescens,not applicable,oral,unspecified,FCM,culture_bacterial
HMP_FCM_P3_A9.d,MSV000084475,HM_45_BA9_01_46099.mzXML,culture_bacterial,culture_bacterial,575611|Prevotella buccae,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_45,Prevotella buccae D17,575611,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella buccae,not applicable,oral,healthy,FCM,culture_bacterial
HMP_FCM_P3_B1.d,MSV000084475,HM_471_BB1_01_46105.mzXML,culture_bacterial,culture_bacterial,857291|Prevotella histicola,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_471,Prevotella histicola F0411,857291,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella histicola,not applicable,oral,unspecified,FCM,culture_bacterial
HMP_FCM_P3_B12.d,MSV000084475,HM_488_BB12_01_46118.mzXML,culture_bacterial,culture_bacterial,765105|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_488,Propionibacterium acnes HL001PA1,765105,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
