MassiveID,filename,SampleType,SampleTypeSub1,NCBITaxonomy,YearOfAnalysis,SampleCollectionMethod,SampleExtractionMethod,InternalStandardsUsed,MassSpectrometer,IonizationSourceAndPolarity,ChromatographyAndPhase,SubjectIdentifierAsRecorded,AgeInYears,BiologicalSex,UBERONBodyPartName,TermsofPosition,HealthStatus,DOIDCommonName,ComorbidityListDOIDIndex,SampleCollectionDateandTime,Country,HumanPopulationDensity,LatitudeandLongitude,DepthorAltitudeMeters,qiita_sample_name,UniqueSubjectID,LifeStage,UBERONOntologyIndex,DOIDOntologyIndex,ATTRIBUTE_HMP_ID,ATTRIBUTE_HMP_Strain,ATTRIBUTE_NCBI ID,ATTRIBUTE_Domain,ATTRIBUTE_SuperPhyla,ATTRIBUTE_Phylum,ATTRIBUTE_Class,ATTRIBUTE_Order,ATTRIBUTE_Family,ATTRIBUTE_Genus,ATTRIBUTE_Species,ATTRIBUTE_Subspecies,ATTRIBUTE_Source,ATTRIBUTE_Source_health_status,ATTRIBUTE_Media_type,ATTRIBUTE_Sample _type,ATTRIBUTE_sampletype
MSV000084475,HM_1165_BA8_01_47464.mzXML,blank_culturemedia,blank_culturemedia,1401067|Veillonella montpellierensis DNF00314,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_1165,Prevotella bivia DNF00650,1401072,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella bivia,not applicable,vaginal,diseased_bacterial vaginosis,RCM,blank_media,culture_0h
MSV000084475,HM_1171_BA12_01_47468.mzXML,blank_culturemedia,blank_culturemedia,1401072|Prevotella bivia DNF00650,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_1171,Prevotella disiens DNF00882,1401075,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella disiens,not applicable,vaginal,diseased_bacterial vaginosis,RCM,blank_media,culture_0h
MSV000084475,HM_1173_BA10_01_47466.mzXML,blank_culturemedia,blank_culturemedia,1401075|Prevotella disiens DNF00882,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_1173,Prevotella denticola DNF00960,1401077,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella denticola,not applicable,vaginal,diseased_bacterial vaginosis,RCM,blank_media,culture_0h
MSV000084475,HM_122_BF12_01_47559.mzXML,blank_culturemedia,blank_culturemedia,1401077|Prevotella denticola DNF00960,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_122,Propionibacterium acnes SK137,553199,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_136_BB9_01_47481.mzXML,blank_culturemedia,blank_culturemedia,553199|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_136,Prevotella timonensis CRIS 5C_B1,679189,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella timonensis,not applicable,vaginal,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_138_BA6_01_47460.mzXML,blank_culturemedia,blank_culturemedia,679189|Prevotella timonensis,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_138,Prevotella amnii CRIS 21A_A,679191,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella amnii,not applicable,amniotic fluid,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_16_BB8_01_47480.mzXML,blank_culturemedia,blank_culturemedia,619693|Prevotella sp. oral taxon 472,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_16,Prevotella sp. F0295,619693,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. oral taxon 472,not applicable,oral,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_184_BG3_01_47574.mzXML,blank_culturemedia,blank_culturemedia,450748|Propionibacterium sp. 5_U_42FAA,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_184,Propionibacterium sp. 5_U_42FAA,450748,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,not applicable,not applicable,gastrointestinal_tissue,diseased_microscopic colitis,RCM,blank_media,culture_0h
MSV000084475,HM_208_BA11_01_47467.mzXML,blank_culturemedia,blank_culturemedia,"767031|Prevotella denticola F0289, Oral Taxon 291",2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_208,"Prevotella denticola F0289, Oral Taxon 291",767031,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella denticola,not applicable,oral,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_209_BG2_01_47573.mzXML,blank_culturemedia,blank_culturemedia,767029|Propionibacterium propionicum F0230,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_209,Propionibacterium propionicum F0230,767029,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Pseudopropionibacterium,Pseudopropionibacterium propionicum,not applicable,oral,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_253_BG1_01_47572.mzXML,blank_culturemedia,blank_culturemedia,679193|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_253,Propionibacterium acnes SK182,679193,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_263_BA1_01_47455.mzXML,blank_culturemedia,blank_culturemedia,768724|Peptoniphilus sp. oral taxon 836,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_263,Peptoniphilus sp. F0141,768724,Bacteria,Terrabacteria group,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus sp. oral taxon 836,not applicable,oral,diseased_periodontitis,RCM,blank_media,culture_0h
MSV000084475,HM_270_BG4_01_47575.mzXML,blank_culturemedia,blank_culturemedia,702437|Selenomonas noxia,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_270,Selenomonas noxia F0398,702437,Bacteria,Terrabacteria group,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas noxia,not applicable,oral,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_271_BB4_01_47474.mzXML,blank_culturemedia,blank_culturemedia,702439|Prevotella nigrescens,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_271,Prevotella nigrescens F0103,702439,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella nigrescens,not applicable,oral,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_45_BA9_01_47465.mzXML,blank_culturemedia,blank_culturemedia,575611|Prevotella buccae,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_45,Prevotella buccae D17,575611,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella buccae,not applicable,oral,healthy,RCM,blank_media,culture_0h
MSV000084475,HM_471_BB1_01_47471.mzXML,blank_culturemedia,blank_culturemedia,857291|Prevotella histicola,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_471,Prevotella histicola F0411,857291,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella histicola,not applicable,oral,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_488_BB12_01_47484.mzXML,blank_culturemedia,blank_culturemedia,765105|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_488,Propionibacterium acnes HL001PA1,765105,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_489_BC1_01_47487.mzXML,blank_culturemedia,blank_culturemedia,765115|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_489,Propionibacterium acnes HL002PA1,765115,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_490_BC2_01_47488.mzXML,blank_culturemedia,blank_culturemedia,765116|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_490,Propionibacterium acnes HL002PA2,765116,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_491_BC3_01_47489.mzXML,blank_culturemedia,blank_culturemedia,765117|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_491,Propionibacterium acnes HL002PA3,765117,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_492_BC4_01_47490.mzXML,blank_culturemedia,blank_culturemedia,765096|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_492,Propionibacterium acnes HL005PA1,765096,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_493_BC5_01_47491.mzXML,blank_culturemedia,blank_culturemedia,765097|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_493,Propionibacterium acnes HL005PA2,765097,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_494_BC6_01_47492.mzXML,blank_culturemedia,blank_culturemedia,765098|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_494,Propionibacterium acnes HL005PA3,765098,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_495_BC7_01_47495.mzXML,blank_culturemedia,blank_culturemedia,765099|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_495,Propionibacterium acnes HL005PA4,765099,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_496_BC8_01_47496.mzXML,blank_culturemedia,blank_culturemedia,765118|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_496,Propionibacterium acnes HL007PA1,765118,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_497_BC9_01_47497.mzXML,blank_culturemedia,blank_culturemedia,765069|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_497,Propionibacterium acnes HL013PA1,765069,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_498_BC10_01_47498.mzXML,blank_culturemedia,blank_culturemedia,765070|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_498,Propionibacterium acnes HL013PA2,765070,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_499_BC11_01_47499.mzXML,blank_culturemedia,blank_culturemedia,765065|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_499,Propionibacterium acnes HL020PA1,765065,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_5_BB7_01_47479.mzXML,blank_culturemedia,blank_culturemedia,575615|Prevotella sp. oral taxon 317,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_5,Prevotella sp. F0108,575615,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. oral taxon 317,not applicable,oral,healthy,RCM,blank_media,culture_0h
MSV000084475,HM_500_BC12_01_47500.mzXML,blank_culturemedia,blank_culturemedia,765089|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_500,Propionibacterium acnes HL025PA1,765089,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_501_BD1_01_47503.mzXML,blank_culturemedia,blank_culturemedia,765090|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_501,Propionibacterium acnes HL025PA2,765090,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_502_BD2_01_47504.mzXML,blank_culturemedia,blank_culturemedia,765111|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_502,Propionibacterium acnes HL027PA1,765111,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_503_BD3_01_47505.mzXML,blank_culturemedia,blank_culturemedia,765112|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_503,Propionibacterium acnes HL027PA2,765112,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_504_BD4_01_47506.mzXML,blank_culturemedia,blank_culturemedia,765103|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_504,Propionibacterium acnes HL030PA1,765103,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_505_BD5_01_47516.mzXML,blank_culturemedia,blank_culturemedia,765104|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_505,Propionibacterium acnes HL030PA2,765104,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_506_BD6_01_47517.mzXML,blank_culturemedia,blank_culturemedia,765106|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_506,Propionibacterium acnes HL036PA1,765106,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_507_BD7_01_47520.mzXML,blank_culturemedia,blank_culturemedia,765107|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_507,Propionibacterium acnes HL036PA2,765107,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_508_BD8_01_47521.mzXML,blank_culturemedia,blank_culturemedia,765108|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_508,Propionibacterium acnes HL036PA3,765108,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,RCM,blank_media,culture_0h
MSV000084475,HM_509_BD9_01_47522.mzXML,blank_culturemedia,blank_culturemedia,765122|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_509,Propionibacterium acnes HL037PA1,765122,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,RCM,blank_media,culture_0h
